_id,name,property_type,room_type,minimum_nights,bedrooms,number_of_reviews,price,host_id,host_name,country,longitude,latitude,availability_365
13562321,Clarence House Apartment 1,Apartment,Entire home/apt,2,1.0,48,161.00,6784646,Joanne  & Ali,Australia,151.20637,-33.86903,319
13564779,Contemporary Remodeled Ocean View Villa in Kapalua,Villa,Entire home/apt,2,1.0,80,245.00,78187163,Leila,United States,-156.65856,21.00054,169
13574006,The Porto Concierge - White Dove,House,Entire home/apt,2,3.0,47,60.00,78294770,José,Portugal,-8.60844,41.13442,334
13579065,**YOUR ROOM IN OPORTO**,Apartment,Private room,10,1.0,14,14.00,48675689,Ivo,Portugal,-8.62705,41.17498,45
13585970,In front of the beach- Barra - Olympic Parc,Apartment,Private room,3,1.0,1,560.00,78446052,Cesar,Brazil,-43.365757237796466,-23.01001003307048,0
13588758,Lindo e Aconchegante em Botafogo!,Apartment,Entire home/apt,30,1.0,0,317.00,78480155,Valquiria,Brazil,-43.181313511748364,-22.943684656455243,90
13591144,Beautiful 4 Bedroom House with pool,Apartment,Entire home/apt,7,4.0,0,699.00,78521754,Cathy,Australia,151.27924,-33.77183,0
13591364,Flat inKennedyTown 8 Min to Central  w/FreeSimCard,Condominium,Entire home/apt,2,1.0,0,785.00,78526479,Ning,Hong Kong,114.12979,22.27934,8
1359438,Perfect in Park Slope: EZ 2 NYC,Apartment,Entire home/apt,30,1.0,57,175.00,3599914,Daniel,United States,-73.97339,40.67274,0
13595339,Elegance and Peace in Potts Point,Apartment,Entire home/apt,1,0.0,92,125.00,14073279,Mariana,Australia,151.22674,-33.87226,155
13603489,Artsy 3BR in Plateau by Sonder,Apartment,Entire home/apt,2,3.0,18,177.00,12243051,Sonder,Canada,-73.57517,45.51623,105
13603801,"LUXURY! 3BR ,Bathtub, 1min MTR 4-9ppl",Apartment,Entire home/apt,1,3.0,163,1350.00,31255164,Wilson&Shan,Hong Kong,114.18207,22.28096,31
13605461,M&M Space MM2  Apartamento no centro da cidade,Apartment,Entire home/apt,2,2.0,18,65.00,78704763,Maria,Portugal,-8.60154,41.14834,301
13606770,2 spacious bed rooms -Great Area - Metro next door,Apartment,Entire home/apt,4,2.0,0,550.00,1365566,Christian-Laurent,Hong Kong,114.14243,22.28493,0
13609188,Habitacion al lado de Sagrada Familia,Apartment,Private room,1,1.0,16,45.00,78764125,Svitlana,Spain,2.17588,41.40439,0
13611788,"A place near to the RAmbla ,but in a quite street",Apartment,Private room,1,1.0,3,100.00,21686629,Anja,Spain,2.17231,41.37749,89
1361270,Special Room+Wiffi,Other,Private room,1,1.0,0,591.00,7390238,Mustafa,Turkey,28.97428,41.00324,365
13617872,Amor do Rio,Apartment,Private room,3,1.0,0,116.00,78853872,Ana Paula,Brazil,-43.190120109264726,-22.97566753024888,345
13624302,Chic condo downtown.Patio + Parking,Apartment,Entire home/apt,160,2.0,18,103.00,13416519,Ben,Canada,-73.57453,45.51344,249
13630859,Nice room with a view in Taksim,Apartment,Private room,1,1.0,0,90.00,79021674,Can,Turkey,28.97185,41.03494,0
13633280,João´s beach house,Apartment,Entire home/apt,2,2.0,75,49.00,53133087,João,Portugal,-8.70481,41.18844,95
13658407,Spacious Sunlit 1 Bedroom Williamsburg Apt,Apartment,Entire home/apt,3,1.0,2,125.00,26929394,Sushil,United States,-73.94733,40.71503,0
13659491,Nice appartement in central,Apartment,Private room,5,1.0,7,338.00,79382631,Audrey,Hong Kong,114.15103,22.28109,144
13659950,Beautiful 3 1/2 apartment Montreal,Apartment,Entire home/apt,2,1.0,3,62.00,79391057,Farid,Canada,-73.58003,45.49826,0
13669275,Habitación centro de Barcelona,Apartment,Private room,2,1.0,2,40.00,31635864,Marián,Spain,2.16685,41.38371,0
13674956,Cute studio with Sydney Harbour Bridge views!,Apartment,Entire home/apt,2,1.0,130,100.00,79379586,Millie,Australia,151.21491,-33.84125,52
13684608,Gorgeous Designer Decorated 2BR Loft,Apartment,Entire home/apt,4,2.0,48,550.00,20421818,Todd,United States,-73.95796,40.71889,207
13689460,King Size Private Bedroom in Surry Hills,House,Private room,2,1.0,68,100.00,64092067,Hayley,Australia,151.21272,-33.88189,0
13695744,"Casa MARAVILHOSA, 5 suites OLIMPIADAS RIO 2016",House,Entire home/apt,20,5.0,0,5595.00,67807242,Claudia,Brazil,-43.47391922093498,-23.012075020670952,0
13696235,(6) STUDIO IN OLD CITY SULTANAHMET,Apartment,Entire home/apt,1,1.0,35,148.00,31201220,Hidir,Turkey,28.98284,41.00577,361
13702313,Bright room in Spacious house close to Airport,Apartment,Private room,1,1.0,123,45.00,63558864,Angela,Australia,151.15248,-33.96822,315
13702505,Centre ville rue Ontario/Papineau,Apartment,Private room,1,1.0,4,25.00,18541749,Chris,Canada,-73.55997,45.52588,0
1370405,"Fresh, Simple Sleep in Brooklyn!",Apartment,Private room,1,1.0,221,53.00,697442,Chris And Zach,United States,-73.94838,40.64895,128
13711161,Double Bedroom and amazing rooftop-Sagrada Familia,Apartment,Private room,3,1.0,2,250.00,4055580,Valentina,Spain,2.17728,41.40604,0
13716070,21 baltic street,House,Private room,1,1.0,0,50.00,58436912,Baptiste,Australia,151.17393,-33.89695,0
13724840,Apartment in São Cristovão,Apartment,Entire home/apt,1,2.0,0,351.00,80242351,Marcelo,Brazil,-43.228085475330346,-22.900619331797095,0
13726629,CLEAN COMFORTABLE ROOM 7 MIN FR JFK,House,Private room,1,1.0,186,35.00,20134231,Paulette,United States,-73.7621,40.66298,362
13728712,Charming brick brownstone (2nd floor),Apartment,Entire home/apt,3,2.0,14,89.00,2026554,Maggie,United States,-73.91504,40.70173,0
13732894,Belle chambre à côté Metro Papineau,Apartment,Private room,1,1.0,4,30.00,80344827,Angel,Canada,-73.54985,45.52797,0
13739484,Casa charmosa em Vargem Grande natureza e paz!,House,Entire home/apt,2,2.0,3,164.00,80427452,Gisela,Brazil,-43.49193864130802,-22.988157720342432,0
13743786,City Views Close to SI Ferry,Apartment,Entire home/apt,1,4.0,70,120.00,80470317,Sergey,United States,-74.07571,40.62356,321
13748059,Studio for the 2016 Olympics,Apartment,Entire home/apt,30,0.0,0,298.00,80523987,Fernando,Brazil,-43.1863834979925,-22.968671225549844,358
13748617,Beautiful Renovated studio in private duplex,Apartment,Entire home/apt,2,1.0,0,60.00,21687713,Maryam,Canada,-73.64172,45.46374,0
13750579,Monte dos Burgos - Cosy Room,House,Private room,1,1.0,5,26.00,80558077,Patrícia Sousa Casimiro,Portugal,-8.63082,41.18075,46
13753838,2 Bedrooms in front of Olympic Arena,Apartment,Entire home/apt,10,0.0,0,500.00,22801231,Marcio,Brazil,-43.3917485723414,-22.970026056556843,88
13754183,One Step to China,Apartment,Private room,1,1.0,0,196.00,80609855,Ada,Hong Kong,114.00079,22.45054,0
13757836,The Porto Concierge - Beach Manor,Apartment,Entire home/apt,2,2.0,29,100.00,80649936,Jorge,Portugal,-8.67559,41.15223,47
13757914,"Suitabe for students, coubles, women, Turists",Apartment,Private room,1,1.0,0,84.00,71261333,Ahmet,Turkey,28.66268,41.01513,365
13761856,Modern bright spacious duplex apartment,Apartment,Entire home/apt,5,2.0,61,250.00,20183212,Jonathan,United States,-73.94332,40.8235,199
13762136,Apartamento/Flat T2 com vista mar,Apartment,Entire home/apt,2,2.0,13,112.00,27574431,Mané,Portugal,-8.75216,41.36439,363
13763013,montreal monalisa,House,Entire home/apt,2,3.0,101,149.00,78095390,Kenny,Canada,-73.5851,45.52408,72
13764019,SEALONA CENTER III,Apartment,Entire home/apt,3,1.0,20,130.00,1716315,Marc,Spain,2.17623,41.3921,0
13764334,Chic 2BR in Festival Quarter by Sonder,Apartment,Entire home/apt,2,2.0,19,123.00,12243051,Sonder,Canada,-73.56244,45.51006,60
13766096,Sunny and quiet room with private shower room,Apartment,Private room,3,1.0,132,40.00,80740340,Montserrat,Spain,2.15691,41.37475,209
13771436,"Charming room in Outremont, close to Mile End",Apartment,Private room,1,1.0,5,35.00,80813500,Isabelle,Canada,-73.60951,45.52045,0
13774506,1 bedroom fully furnished with private bathroom,Apartment,Private room,16,1.0,0,45.00,80852675,Amrita,Australia,151.21019,-33.9073,0
13776897,Romantic one bedroom apartment in Eixample,Apartment,Entire home/apt,32,1.0,0,100.00,10704,Weflating,Spain,2.1524,41.37977,271
13778742,MySweetHomePT,Apartment,Entire home/apt,2,1.0,197,35.00,80776491,Alexandra,Portugal,-8.62513,41.15138,166
13789278,"★Union Square, Brand New★#F, Free W/D",Townhouse,Private room,3,1.0,62,84.00,4014688,Tom I,United States,-73.98823,40.7303,79
13799611,Sea Sight Apartment Vila Chã/ Mindelo,Apartment,Entire home/apt,3,2.0,2,60.00,81137175,Anibal,Portugal,-8.73417,41.29769,341
13807778,Bright and comfortable 1 bedroom apartment,Serviced apartment,Entire home/apt,2,1.0,0,159.00,43565515,Homes In Blue,Spain,2.15962,41.39244,219
13810527,HUMAITÁ - VIEW OF THE CRISTO REDENTOR STATUE,Serviced apartment,Entire home/apt,3,1.0,10,220.00,44209696,Paulo,Brazil,-43.20269959661778,-22.96022105453772,335
13813259,Long term rental: Bright and Practical Apartment,Apartment,Entire home/apt,90,2.0,0,132.00,8876188,Sayen,Turkey,29.0034,41.06991,262
13814845,"2BR, Walk to the Beach, 2 Lanais, Stunning Views!",Condominium,Entire home/apt,3,2.0,16,185.00,81342277,Andrew,United States,-156.45699,20.75577,108
13820755,Modern NYC Studio Apartment Near Central Park!,Apartment,Entire home/apt,30,0.0,0,199.00,30283594,Kara,United States,-73.98146,40.76647,361
13827870,PRIVATE FLAT AT TAKSIM SQUARE,Apartment,Entire home/apt,10,0.0,17,153.00,18936021,Ergun,Turkey,28.98276,41.03942,365
13829859,TreeTops,House,Entire home/apt,3,0.0,0,181.00,81544911,Michelle,Australia,151.20925,-33.74605,0
13835658,Bright lovely apartment in Gracia with balcony,Apartment,Entire home/apt,3,2.0,12,125.00,10380563,Tendency,Spain,2.15942,41.41089,36
13837488,1分鐘步行到太子地鐵站,Apartment,Entire home/apt,3,1.0,0,447.00,21399120,Millie,Hong Kong,114.16775,22.32589,0
13839238,Sunny room in modern building located in Bedstuy,Apartment,Private room,5,1.0,3,60.00,252059,David,United States,-73.94312,40.69181,0
13839338,Vintage Mile End Gem,Apartment,Entire home/apt,1,1.0,2,68.00,73020408,Pamela,Canada,-73.59279,45.52374,0
13841305,Oporto Charming Townhouse - ﾒﾄﾛ100m,House,Entire home/apt,2,2.0,16,80.00,34445965,Sérgio,Portugal,-8.58458,41.15779,1
13841569,The Parachute Loft Bedrm 2,House,Private room,1,1.0,30,80.00,62605071,Anna,United States,-74.00101,40.57476,172
13844617,Cozy bedroom at Art District,Apartment,Private room,1,1.0,64,35.00,32709371,Nuno,Portugal,-8.62302,41.15229,355
13846473,Nice Small Studio Near Cntrl Park(Shared Bathroom),Aparthotel,Private room,3,1.0,49,100.00,4436365,Marcelo,United States,-73.98024,40.79057,87
13852692,"VERY LARGE 5 Bedroom Home, free onsite parking",Apartment,Entire home/apt,3,5.0,73,550.00,81815001,Victoria,Australia,151.20197,-33.84212,273
13855369,"Beau 3 1/2, spacieux et rénové proche métro Jarry",Apartment,Entire home/apt,3,1.0,0,42.00,1990774,Thea,Canada,-73.62597,45.55088,0
13875927,TPC - Flying Leaves Balcony (free parking),Apartment,Entire home/apt,2,2.0,61,60.00,82088929,Carlos,Portugal,-8.62093,41.15773,309
13883147,Spacious Room/Private entry and Great Views,Guest suite,Private room,3,1.0,45,95.00,82174308,Greg,United States,-155.89199,19.48659,320
13884253,Private Sunny Bedroom in a Modern 2 Bedroom Co-op,Apartment,Private room,1,1.0,19,46.00,48421955,Lori,United States,-73.98191,40.64498,0
13884778,"Luxury Room (rm2), 5 mins from Columbia",Apartment,Private room,3,1.0,76,100.00,21410914,Eugene,United States,-73.95928,40.81093,28
13885247,"Cozy, Convenient 1 Bed Apartment!!! UWS Manhattan",Condominium,Entire home/apt,2,1.0,29,110.00,82208124,Yang,United States,-73.98641,40.77472,0
13891181,Spacious Sunny Bedroom near JMZ Subways,Apartment,Private room,5,1.0,79,73.00,3388950,Amaya,United States,-73.93319,40.69454,148
13895156,in the heart of williamsburg,Apartment,Entire home/apt,14,2.0,3,300.00,2609335,Roei,United States,-73.95822,40.71319,364
13904840,Barra da Tijuca - enfrente ao Comitê Olimpico,Apartment,Entire home/apt,2,2.0,0,500.00,82442998,Katia,Brazil,-43.32428278483234,-23.00534459728909,0
13905218,❤️SUPERHOST-Single Ensuite Room@ 1min MTR,Guest suite,Private room,28,1.0,5,290.00,68260785,Jack,Hong Kong,114.17131,22.31832,251
13905833,1 BDR PRIME HELLS KITCHEN LOCATION,Apartment,Entire home/apt,3,1.0,0,150.00,82444858,Gilbert,United States,-73.98457,40.7672,0
13906039,Quarto 9 Camas ( Suite) LE HOUSE HOSTEL 2,Bed and breakfast,Shared room,1,1.0,5,48.00,82172293,Le House,Brazil,-43.1703921056122,-22.962026886385402,352
13911574,Blach home,Apartment,Private room,1,1.0,0,185.00,72532731,Murat,Turkey,28.999390000000002,41.08376,365
13915361,Twinbeds room with shared bathroom,Hostel,Private room,1,1.0,5,259.00,30098437,Dragon Hostel,Hong Kong,114.17146,22.31933,178
13917109,City Center,Apartment,Private room,1,1.0,0,211.00,52628179,Zafer,Turkey,29.01629,41.07497,363
1391996,Room in penthouse with 2 terraces,Apartment,Private room,2,1.0,58,22.00,7378194,Simona,Spain,2.16953,41.37295,0
13921667,AMAZİNG BOSPHORUS FLAT,Apartment,Entire home/apt,3,1.0,0,596.00,21810787,Zeynep,Turkey,29.0676,41.08688,364
13923606,Chambre privée dans joli logement typique Montréal,Apartment,Private room,1,1.0,1,60.00,7797080,Mathilde,Canada,-73.60352,45.53414,0
13924938,"Beautiful Beach Hale 3bed/2bath, steps to beach",House,Entire home/apt,3,3.0,13,450.00,52989982,Kalama,United States,-157.70142,21.33991,284
13927034,Excellent for the Olympic Games in Rio de Janeiro,Apartment,Entire home/apt,1,2.0,0,746.00,82726152,Rafaela,Brazil,-43.27922913422733,-22.88440960003236,0
13927230,Casa completa p olimpíadas com serviços incluído,House,Entire home/apt,5,5.0,0,601.00,82726109,Luciana,Brazil,-43.39561933591232,-22.919394925427387,0
13934778,Oceanfront Paradise Condo in Lahaina Towne,Apartment,Entire home/apt,5,1.0,11,215.00,73167428,Kerry,United States,-156.68401,20.89045,235
13934996,Penthouse Sands of Kahana Sandy Swimmable Beach,Condominium,Entire home/apt,4,3.0,17,800.00,82827178,Cynthia,United States,-156.68034,20.97104,116
13937701,Entire Spacious Artist Apartment,Apartment,Entire home/apt,2,1.0,10,140.00,36438456,Marco,United States,-73.93915,40.83625,0
13937802,Bed & Breakfast - Near the Maracanã,Apartment,Private room,2,1.0,40,86.00,82872205,Conceição,Brazil,-43.23426360206632,-22.92264558869159,36
13940779,Charming bedroom in the heart of Leblon,Loft,Private room,1,1.0,6,257.00,27150166,Vanessa,Brazil,-43.21985297459262,-22.986978412089716,0
139416,Casa Alegre Happy House,House,Private room,3,1.0,16,45.00,679877,Sónia,Portugal,-8.66959,41.15099,363
13945645,Cozy apartment great Area &location( 9 pax),Bed and breakfast,Private room,1,3.0,0,1213.00,15082914,Ramazan,Turkey,28.97823,41.00203,365
13949781,"Perfect Apartment at Lapa, the bohemian region",Apartment,Entire home/apt,2,1.0,2,119.00,74465136,Renato,Brazil,-43.18457642451702,-22.910698909393794,339
13955139,Heart of Willimsburg- 1 block from bedford L stop,Apartment,Private room,4,1.0,0,60.00,83101296,Ariana,United States,-73.95725,40.71675,0
13955233,Casa da Vó Lêda,House,Entire home/apt,1,3.0,0,119.00,45769942,Lívia,Brazil,-43.34953293121925,-22.89846031772599,88
13960437,TPC - Antero Quental Residence - Amalia Apartment,Apartment,Entire home/apt,2,1.0,9,109.00,83168095,Carlos,Portugal,-8.61174,41.15938,353
13962683,Cozy Room at TKL MTR,Apartment,Private room,1,1.0,6,447.00,23273091,Will,Hong Kong,114.25503,22.30296,0
1396721,Stylish apartment A in city center,Apartment,Entire home/apt,2,1.0,207,145.00,1228590,Antonio,Spain,2.1633,41.392,184
13981245,Modern Waikiki Studio with Ocean Views 29A,Apartment,Entire home/apt,2,0.0,149,99.00,21717359,Sean,United States,-157.83363,21.28726,156
1398192,Private room with bathroom,Apartment,Private room,4,1.0,0,250.00,7551237,José,Brazil,-43.192853840512804,-22.957082654587737,364
13988788,quiet and comfortable,Apartment,Entire home/apt,1,1.0,0,557.00,33439805,Eric,Hong Kong,114.23519,22.27809,0
13993059,Ventanas Nature Resort  ambiente familiar,Apartment,Entire home/apt,7,4.0,0,899.00,83554285,Jaqueline,Brazil,-43.42097030256312,-22.99871658029596,89
13997910,Apartamento de luxo em Copacabana - 4 quartos,Apartment,Entire home/apt,1,4.0,0,11190.00,26227035,Giovana,Brazil,-43.19373213382171,-22.97691478494771,364
13999182,Lovely & Cosy apartment in the heart of Sheung Wan,Apartment,Entire home/apt,5,1.0,2,400.00,83634205,Aurélie,Hong Kong,114.14756,22.28559,0
14004632,"Stylish, spacious, central, shared rooftop terrace",Serviced apartment,Entire home/apt,2,2.0,71,129.00,5878688,Yaiza,Spain,2.17481,41.39243,229
14013822,Maui Beach House Chic Style with Tropical Views,Condominium,Entire home/apt,7,2.0,6,486.00,10078948,Paul,United States,-156.43536,20.69012,187
14018725,A lovely cozy apartment near HKU,Apartment,Entire home/apt,2,1.0,1,518.00,37629063,Lucy,Hong Kong,114.13627,22.28544,0
14037885,Superior One Bedroom Golf Course n Mountain Views,Condominium,Entire home/apt,30,1.0,7,114.00,39428446,Leonore,United States,-157.82515,21.27929,222
14040723,Beachside in Paradise,Guesthouse,Entire home/apt,5,2.0,7,215.00,335540,Wanda,United States,-157.73154,21.39727,97
14042368,Spacious Suite - Matosinhos Sul (Beach),Apartment,Private room,2,1.0,3,50.00,84155436,Ricardo,Portugal,-8.67867,41.17922,179
14043849,Comfy private room in Williamsburg's top location!,Apartment,Private room,1,1.0,130,54.00,48100358,Ivan,United States,-73.9588,40.70843,18
14044480,Yun's Apartment (center of Barcelona),Apartment,Private room,2,1.0,34,25.00,80832046,Yun,Spain,2.1962,41.41737,273
1405120,EURO 600Beautiful ROOM in NİSANTASI,Apartment,Private room,1,1.0,0,475.00,7582944,Ed,Turkey,28.99582,41.05296,365
1406337,Nuevo espacioso apartamento en BCN,Apartment,Entire home/apt,3,3.0,6,320.00,2201772,Dimitry,Spain,2.15307,41.3866,365
14063971,"OLYMPIC GAMES, conforto e segurança",Apartment,Entire home/apt,5,2.0,0,1000.00,68914248,Joana,Brazil,-43.38684937843143,-22.970984751475747,0
14073709,AMAZING ROOM near to the BEACH/OLYMPIC GAMES,Apartment,Private room,4,1.0,0,451.00,17506063,Marcella,Brazil,-43.45240425811524,-23.01727996865021,89
14075164,OCEANFRONT - Vacation in Sand - Harmony,House,Entire home/apt,5,4.0,45,420.00,84569383,Wayne And Kim,United States,-159.31839,22.06858,170
1408997,Cozy Studio Copacabana RJ,Apartment,Entire home/apt,4,0.0,13,220.00,7598883,Pedro,Brazil,-43.188191412745724,-22.969051310784874,0
14090613,2 Bedrooms/1 Bath Unit-5 Min Walk to Kailua Beach,Bed and breakfast,Private room,3,2.0,3,150.00,11369496,Brandyn,United States,-157.73271,21.39416,0
14094561,➳ Logement  4 1/2 Rosemont ❤️,Apartment,Private room,21,1.0,1,40.00,84813481,Rebekah,Canada,-73.58889,45.54424,0
14096512,Mezzos Studio in Sydney CBD,Apartment,Entire home/apt,1,0.0,221,149.00,8530753,Jared SSP,Australia,151.20828,-33.86397,75
1410284,Bosphorus view apartment,Apartment,Entire home/apt,7,2.0,0,1160.00,7604849,Alain,Turkey,29.04467,41.0428,252
14104326,Awsome international appartment,Apartment,Private room,1,1.0,1,35.00,34840147,Xavier,Canada,-73.61355,45.47641,0
1410460,Penthouse 260m2 - Laranjeiras - Rio,Apartment,Entire home/apt,3,3.0,4,634.00,7312916,Marc,Brazil,-43.180731577939234,-22.934006437066596,0
1410802,White House,House,Entire home/apt,3,4.0,42,230.00,10911051,Pool Houses Barcelona,Spain,2.14759,41.35324,285
14109521,Sunny Bedroom in trendy Bushwick Apt. w/Rooftop,Apartment,Private room,14,1.0,0,50.00,83176398,Cynthia,United States,-73.92712,40.7038,0
14109694,Typique appartement Villerois,Apartment,Entire home/apt,7,1.0,2,51.00,27040393,Fannie,Canada,-73.62993,45.54335,0
14111332,11M(Double RM)TsimShaTsui MTR Station.,Apartment,Private room,1,1.0,49,330.00,24215902,Sam,Hong Kong,114.17212,22.29663,350
14112918,"Penthouse,Ocean View, W/D, Pkg, AC, Washlets MSPH4",Condominium,Entire home/apt,3,1.0,24,305.00,69552498,Captain Cook Resorts,United States,-157.82811,21.27925,228
14119791,Ocean & Diamond Head Views from Colony Surf #908!,Condominium,Entire home/apt,30,0.0,0,110.00,69552498,Captain Cook Resorts,United States,-157.82003,21.26128,68
14119805,"Beachfront/Ocean, Parking - Waikiki Shore #1208",Condominium,Entire home/apt,3,1.0,1,351.00,69552498,Captain Cook Resorts,United States,-157.83285,21.27886,120
14120722,2 Bed/2 Bath/1100SqFt/Free Pk/30-Night Min AT#12B,Condominium,Entire home/apt,30,2.0,1,149.00,69552498,Captain Cook Resorts,United States,-157.82889,21.28271,222
14124717,Sunny double room with balcony,Apartment,Private room,3,1.0,37,38.00,70185663,Oscar,Spain,2.1564,41.37864,14
14127526,Oceanfront 2 Bedroom House,House,Entire home/apt,5,2.0,2,350.00,7136763,Edi,United States,-157.8499,21.5517,170
1413677,"Cute Attic room Beyoğlu, Istanbul",Townhouse,Private room,1,1.0,38,121.00,2781217,Fatma,Turkey,28.97675,41.03782,329
14140905,Beautiful Bushwick loft for August,Apartment,Private room,15,1.0,0,38.00,8133558,Gryphon,United States,-73.9294,40.69493,0
14146422,Penthouse at Moda with two terrace,Loft,Private room,1,1.0,1,148.00,6192259,Aysem,Turkey,29.02821,40.98222,364
14150800,SOOTHING WAVES WITH A 180* OCEAN VIEW,Condominium,Entire home/apt,3,0.0,80,148.00,85370695,Sherry,United States,-156.67817,20.97214,98
14152437,Cottage in Haiku,Cottage,Entire home/apt,2,2.0,106,200.00,1425322,Kandide,United States,-156.26062,20.93195,238
14161011,Double Bedroom with Ensuite & Balcony + Kids Room,House,Private room,2,2.0,2,120.00,25193912,Jorge,Portugal,-8.67515,41.15337,323
14161732,habitacion en Barcelona,Townhouse,Private room,7,1.0,0,24.00,18214248,Ana,Spain,2.15659,41.37207,341
14164312,Waterfront Cabana,Guesthouse,Entire home/apt,1,2.0,85,275.00,83459214,Sarah,United States,-157.69614,21.28953,274
14166653,"Saint-Henri, c'est ici / Welcome to St-Henri",Apartment,Entire home/apt,2,1.0,4,47.00,19808004,Ode,Canada,-73.589,45.47116,0
14172532,Cosy Private Room best for long stay,Boutique hotel,Private room,6,1.0,10,63.00,10853846,Secondhome,Turkey,28.9754,41.01388,82
1417276,Comfy Room in Mong Kok for 2 ppl-Y5,Apartment,Private room,28,1.0,35,400.00,4650574,Jimmy,Hong Kong,114.17106,22.31898,331
14173253,YÜZME HAVUZLU VE DENİZ MANZARALI,Apartment,Entire home/apt,1,1.0,3,190.00,85801205,Vazo,Turkey,29.15816,40.91311,365
14175496,House next to the beach and metro station to Porto,Townhouse,Entire home/apt,3,3.0,16,125.00,39959754,André,Portugal,-8.69332,41.18378,325
14177829,HOME AWAY HOME,Apartment,Entire home/apt,4,0.0,0,538.00,85858084,Lale,Turkey,28.98192,41.03634,362
14185067,Downtown Montreal Fully furnished apartment WIFI,Apartment,Entire home/apt,32,0.0,9,35.00,72761895,Samuel,Canada,-73.58359,45.49633,329
14186262,Waikiki Studio (Two blocks from the Waikiki beach),Apartment,Entire home/apt,2,0.0,190,80.00,46499418,Kai,United States,-157.82123,21.27678,198
141890,LUXURY SOHO 2 Bedroom Apt,Apartment,Entire home/apt,3,2.0,18,375.00,689661,Allison,United States,-73.99346,40.72255,0
14214403,Spacious Apartment + patio. Minutes to Manhattan.,Apartment,Entire home/apt,3,2.0,83,149.00,128480,Sam And Britt,United States,-73.90792,40.69295,81
14215061,Cozy Room in Astoria,House,Private room,3,1.0,23,70.00,75480489,Ramazan,United States,-73.90036,40.7708,364
14220130,Tropical unit pool/spa walk to Kailua Beach A/C,House,Private room,5,1.0,3,249.00,86388425,Susanne,United States,-157.73366,21.39114,310
14223095,Quiet Stylish Mosman Apartment,Apartment,Private room,1,1.0,58,90.00,461695,Krythia,Australia,151.23421,-33.82085,254
14233139,SPECTACULAR OCEAN VIEW  IN THE HEART OF KIHEI TOWN,Condominium,Entire home/apt,2,1.0,91,179.00,9110746,Todd,United States,-156.45006,20.72946,297
14234514,"This, your Stunning Ocean View! Oceanfront Resort!",Condominium,Entire home/apt,7,0.0,18,149.00,56931251,Esther,United States,-159.32794,22.05323,17
14234561,Newly renovated studio in hip Bushwick near subway,House,Entire home/apt,2,0.0,131,100.00,3605061,Carlota And Jessica,United States,-73.90796,40.69559,253
14234741,The Porto Concierge - Baron Omega,Apartment,Entire home/apt,2,5.0,21,75.00,72709530,Frederico,Portugal,-8.61976,41.16058,211
14236416,"the shoebox, west chelsea",Apartment,Entire home/apt,3,0.0,99,150.00,20132009,Karen,United States,-74.00606,40.74577,97
14238280,"Appartement lumineux , Terrasse privée sur le toît",Apartment,Private room,5,1.0,22,38.00,2872199,Jonathan,Canada,-73.59906,45.54521,0
14246971,2 Outdoor Pools | Tennis Court | Near the Beach,Resort,Private room,2,0.0,75,130.00,26482762,ResortShare1,United States,-159.47242,22.21905,324
14249346,Tropical Stay near the Beach ★ 2 Bedroom,Condominium,Entire home/apt,2,2.0,20,230.00,26482762,ResortShare1,United States,-159.47223,22.22053,287
14250,Manly Harbour House,House,Entire home/apt,5,3.0,2,471.00,55948,Heidi,Australia,151.26172,-33.80093,48
14252298,Luxurious Tropical Beach Front Home in Lahaina,House,Entire home/apt,5,3.0,1,935.00,84983912,"Whalers Investment Group,",United States,-156.68398,20.88064,96
14252305,3 Bedroom / Ocean views / Free Parking - Waikiki,Apartment,Entire home/apt,1,3.0,31,449.00,86456569,Mark,United States,-157.82805,21.27983,152
14253379,Ótima oportunidade para RIR,Apartment,Private room,1,1.0,2,280.00,86774803,Andrea,Brazil,-43.39707095403066,-22.96499154663287,365
14259235,Spacious room in a nice apartment metro Sherbrooke,Apartment,Private room,2,1.0,4,154.00,10806140,Samuel,Canada,-73.56642,45.51989,0
14261122,"Cute Condo in Mile-End, sleeps 2",Apartment,Entire home/apt,3,1.0,8,70.00,74989692,Beatrice,Canada,-73.59681,45.52683,0
1427233,100m2 apartment close to the beach,Apartment,Entire home/apt,5,3.0,10,250.00,7676117,Mayra,Brazil,-43.17195520840645,-22.96129306836511,339
14273204,Cozy Apartment near Charley Young Beach in Kihei,Apartment,Entire home/apt,1,1.0,86,229.00,28136352,Thomas,United States,-156.45098,20.72891,282
14278303,Gorgeous Apartment with Balcony & Terrace,Condominium,Entire home/apt,5,1.0,7,200.00,792365,Eytan,United States,-73.94124,40.71677,10
14284682,Historic Home Retreat,House,Entire home/apt,4,3.0,24,249.00,87178525,Stanton,United States,-157.81156,21.32606,202
14287666,Spacious double room with balcony,Apartment,Private room,2,1.0,15,69.00,13575910,Yohan And,Spain,2.17533,41.39454,0
14294961,A place just in the heart of beşiktaş.,Apartment,Private room,1,1.0,7,74.00,87288467,Aytac,Turkey,29.00314,41.04429,364
14295981,"Apt 2 quartos e 3 banheiros, sofa cama na sala.",Apartment,Entire home/apt,1,2.0,1,298.00,81990306,Carlos Alberto,Brazil,-43.47269480400845,-23.01598925251148,360
14298859,Unit 414 Luxurious Top Floor Condo Great Views,Apartment,Entire home/apt,7,2.0,11,385.00,733802,Kathy,United States,-156.50456,20.79559,243
